
amount,vendor,account,posting_date,user_id,description
1126.69,Vendor_19,Sales,2023-04-30,1062,Regular business transaction
1477.89,Vendor_5,Marketing,2023-04-27,1061,Regular business transaction
869.82,Vendor_9,HR,2023-05-09,1057,Regular business transaction
965.36,Vendor_16,Sales,2023-08-25,1000,Regular business transaction
1249.51,Vendor_16,Finance,2023-07-11,1062,Regular business transaction
1496.64,Vendor_3,HR,2023-06-03,1015,Regular business transaction
861.12,Vendor_19,Finance,2023-03-27,1056,Regular business transaction
796.0,Vendor_15,Sales,2023-04-04,1061,Regular business transaction
920.98,Vendor_20,Finance,2023-07-23,1015,Regular business transaction
994.17,Vendor_7,HR,2023-10-16,1093,Regular business transaction
720.22,Vendor_5,Admin,2023-09-07,1009,Regular business transaction
1000.54,Vendor_5,Finance,2023-01-04,1015,Regular business transaction
1226.78,Vendor_16,Admin,2023-09-15,1091,Regular business transaction
1194.15,Vendor_12,Marketing,2023-06-12,1032,Regular business transaction
1037.83,Vendor_1,Finance,2023-06-28,1042,Regular business transaction
954.46,Vendor_1,Marketing,2023-02-12,1043,Regular business transaction
1176.5,Vendor_13,HR,2023-04-05,1045,Regular business transaction
854.07,Vendor_8,Finance,2023-03-31,1033,Regular business transaction
1062.28,Vendor_19,Sales,2023-07-15,1057,Regular business transaction
1285.6,Vendor_4,Sales,2023-10-04,1035,Regular business transaction
1435.77,Vendor_10,Finance,2023-07-11,1098,Regular business transaction
993.73,Vendor_18,Sales,2023-04-06,1023,Regular business transaction
1035.2,Vendor_5,HR,2023-07-02,1012,Regular business transaction
741.22,Vendor_17,Sales,2023-03-03,1083,Regular business transaction
1237.18,Vendor_16,Sales,2023-12-08,1012,Regular business transaction
928.23,Vendor_12,Finance,2023-08-21,1018,Regular business transaction
1256.19,Vendor_12,Sales,2023-10-11,1077,Regular business transaction
939.94,Vendor_15,Finance,2023-03-10,1098,Regular business transaction
1607.42,Vendor_12,Sales,2023-02-22,1022,Regular business transaction
897.22,Vendor_10,Marketing,2023-08-11,1004,Regular business transaction
1074.79,Vendor_3,Admin,2023-08-09,1074,Regular business transaction
1184.15,Vendor_6,Admin,2023-06-23,1012,Regular business transaction
1407.36,Vendor_8,Marketing,2023-10-10,1065,Regular business transaction
1346.31,Vendor_7,Sales,2023-10-28,1003,Regular business transaction
856.79,Vendor_4,Legal,2023-09-09,1030,Regular business transaction
298.12,Vendor_7,IT,2023-07-21,1089,Regular business transaction
894.54,Vendor_19,Admin,2023-05-06,1066,Regular business transaction
827.74,Vendor_20,HR,2023-11-13,1038,Regular business transaction
552.41,Vendor_1,IT,2023-12-14,1061,Regular business transaction
835.22,Vendor_1,Legal,2023-04-27,1005,Regular business transaction
262.24,Vendor_12,Finance,2023-06-09,1044,Regular business transaction
1067.23,Vendor_5,HR,2023-08-15,1018,Regular business transaction
1003.78,Vendor_20,Sales,2023-02-16,1048,Regular business transaction
870.42,Vendor_3,Admin,2023-01-12,1073,Regular business transaction
1557.99,Vendor_16,Legal,2023-06-05,1007,Regular business transaction
1138.82,Vendor_8,Marketing,2023-11-12,1049,Regular business transaction
687.74,Vendor_5,Sales,2023-08-16,1063,Regular business transaction
851.53,Vendor_9,Sales,2023-07-31,1076,Regular business transaction
985.16,Vendor_16,Finance,2023-02-15,1034,Regular business transaction
1222.59,Vendor_2,Marketing,2023-11-08,1029,Regular business transaction
1443.0,Vendor_18,IT,2023-12-31,1004,Regular business transaction
977.92,Vendor_1,Marketing,2023-08-12,1048,Regular business transaction
915.33,Vendor_11,Finance,2023-10-09,1062,Regular business transaction
1346.06,Vendor_17,Finance,2023-04-08,1098,Regular business transaction
887.5,Vendor_1,Finance,2023-11-07,1005,Regular business transaction
1102.74,Vendor_5,Legal,2023-09-16,1052,Regular business transaction
1573.46,Vendor_5,Finance,2023-06-14,1073,Regular business transaction
864.98,Vendor_14,Sales,2023-01-01,1050,Regular business transaction
1186.85,Vendor_13,Finance,2023-09-17,1061,Regular business transaction
1100.78,Vendor_2,HR,2023-04-05,1071,Regular business transaction
1148.32,Vendor_7,Marketing,2023-09-07,1033,Regular business transaction
1382.64,Vendor_18,HR,2023-02-23,1004,Regular business transaction
972.53,Vendor_17,Admin,2023-10-30,1022,Regular business transaction
1193.61,Vendor_2,IT,2023-04-13,1037,Regular business transaction
1410.59,Vendor_2,Legal,2023-11-02,1097,Regular business transaction
1247.01,Vendor_19,Admin,2023-11-04,1037,Regular business transaction
1615.74,Vendor_1,Admin,2023-01-30,1050,Regular business transaction
1290.59,Vendor_10,Sales,2023-11-26,1016,Regular business transaction
1193.72,Vendor_20,Finance,2023-02-03,1005,Regular business transaction
379.77,Vendor_11,IT,2023-08-28,1074,Regular business transaction
973.26,Vendor_19,Admin,2023-09-06,1022,Regular business transaction
1109.98,Vendor_8,HR,2023-07-03,1024,Regular business transaction
718.04,Vendor_3,IT,2023-06-04,1092,Regular business transaction
1022.81,Vendor_19,IT,2023-10-04,1004,Regular business transaction
1105.89,Vendor_18,HR,2023-06-19,1060,Regular business transaction
1015.25,Vendor_5,Sales,2023-01-12,1089,Regular business transaction
853.41,Vendor_14,Marketing,2023-03-19,1089,Regular business transaction
969.42,Vendor_15,Sales,2023-08-02,1055,Regular business transaction
1012.64,Vendor_11,Admin,2023-02-17,1060,Regular business transaction
1054.45,Vendor_20,Admin,2023-10-30,1055,Regular business transaction
767.43,Vendor_14,Marketing,2023-01-28,1086,Regular business transaction
1534.22,Vendor_14,IT,2023-11-08,1006,Regular business transaction
1075.74,Vendor_3,Admin,2023-08-26,1017,Regular business transaction
1457.14,Vendor_15,Sales,2023-04-29,1027,Regular business transaction
262.98,Vendor_10,Admin,2023-09-30,1085,Regular business transaction
768.03,Vendor_17,Finance,2023-07-31,1024,Regular business transaction
894.76,Vendor_4,Marketing,2023-03-08,1017,Regular business transaction
1023.21,Vendor_2,Admin,2023-09-21,1039,Regular business transaction
741.61,Vendor_17,HR,2023-03-24,1041,Regular business transaction
737.31,Vendor_2,IT,2023-11-11,1069,Regular business transaction
585.16,Vendor_5,Sales,2023-10-16,1052,Regular business transaction
804.81,Vendor_11,Legal,2023-11-14,1093,Regular business transaction
853.86,Vendor_9,Admin,2023-08-31,1030,Regular business transaction
1081.14,Vendor_6,Marketing,2023-08-08,1074,Regular business transaction
984.93,Vendor_4,Admin,2023-05-14,1093,Regular business transaction
1150.28,Vendor_2,Admin,2023-07-22,1007,Regular business transaction
706.73,Vendor_19,Finance,2023-10-27,1004,Regular business transaction
830.63,Vendor_19,HR,2023-08-13,1019,Regular business transaction
699.39,Vendor_17,HR,2023-02-16,1000,Regular business transaction
542.71,Vendor_5,Legal,2023-05-19,1099,Regular business transaction
1239.32,Vendor_13,IT,2023-09-16,1032,Regular business transaction
775.61,Vendor_5,Admin,2023-05-18,1043,Regular business transaction
358.36,Vendor_2,Finance,2023-06-17,1001,Regular business transaction
1716.96,Vendor_3,Legal,2023-04-05,1048,Regular business transaction
818.68,Vendor_5,Legal,2023-08-24,1049,Regular business transaction
1111.34,Vendor_9,Marketing,2023-03-17,1098,Regular business transaction
818.8,Vendor_3,Sales,2023-10-23,1063,Regular business transaction
1350.33,Vendor_8,IT,2023-12-27,1013,Regular business transaction
1076.33,Vendor_3,Finance,2023-06-14,1004,Regular business transaction
1196.02,Vendor_4,Sales,2023-08-25,1041,Regular business transaction
612.66,Vendor_18,Admin,2023-04-14,1013,Regular business transaction
1075.06,Vendor_1,Admin,2023-03-04,1014,Regular business transaction
1241.72,Vendor_1,Sales,2023-05-25,1096,Regular business transaction
1206.05,Vendor_8,IT,2023-02-08,1050,Regular business transaction
298.12,Vendor_6,Legal,2023-03-08,1006,Regular business transaction
1274.85,Vendor_20,Admin,2023-04-21,1028,Regular business transaction
1327.11,Vendor_1,HR,2023-08-19,1026,Regular business transaction
853.78,Vendor_1,Finance,2023-10-16,1067,Regular business transaction
1121.15,Vendor_2,Marketing,2023-01-05,1073,Regular business transaction
1311.26,Vendor_15,HR,2023-12-31,1087,Regular business transaction
847.0,Vendor_20,Admin,2023-06-06,1007,Regular business transaction
871.78,Vendor_12,Finance,2023-05-10,1026,Regular business transaction
834.21,Vendor_19,IT,2023-10-19,1025,Regular business transaction
767.86,Vendor_11,Legal,2023-11-26,1037,Regular business transaction
626.6,Vendor_6,Admin,2023-10-30,1089,Regular business transaction
1054.16,Vendor_1,Admin,2023-04-14,1059,Regular business transaction
1793.07,Vendor_11,HR,2023-12-22,1067,Regular business transaction
1361.49,Vendor_9,Legal,2023-02-20,1028,Regular business transaction
1201.73,Vendor_14,Sales,2023-08-02,1010,Regular business transaction
703.12,Vendor_14,HR,2023-07-01,1086,Regular business transaction
962.26,Vendor_1,Admin,2023-02-24,1039,Regular business transaction
524.98,Vendor_9,Marketing,2023-11-09,1025,Regular business transaction
1424.64,Vendor_9,IT,2023-03-04,1024,Regular business transaction
533.28,Vendor_17,IT,2023-12-30,1050,Regular business transaction
164.61,Vendor_7,HR,2023-07-17,1087,Regular business transaction
1311.65,Vendor_11,Legal,2023-06-03,1027,Regular business transaction
790.54,Vendor_18,Finance,2023-02-18,1070,Regular business transaction
988.89,Vendor_20,Legal,2023-12-08,1091,Regular business transaction
1128.83,Vendor_8,Sales,2023-11-23,1000,Regular business transaction
738.74,Vendor_19,IT,2023-07-30,1061,Regular business transaction
516.41,Vendor_17,Finance,2023-10-13,1015,Regular business transaction
786.15,Vendor_14,IT,2023-06-24,1065,Regular business transaction
1031.93,Vendor_17,Marketing,2023-08-10,1037,Regular business transaction
893.04,Vendor_8,Finance,2023-02-24,1002,Regular business transaction
1071.49,Vendor_10,Marketing,2023-06-11,1096,Regular business transaction
1280.7,Vendor_1,Sales,2023-09-04,1066,Regular business transaction
1381.47,Vendor_8,Legal,2023-09-06,1066,Regular business transaction
1042.96,Vendor_8,Marketing,2023-10-18,1095,Regular business transaction
1293.49,Vendor_14,Legal,2023-06-14,1053,Regular business transaction
802.83,Vendor_16,Marketing,2023-01-07,1073,Regular business transaction
718.79,Vendor_7,Sales,2023-05-31,1084,Regular business transaction
499.07,Vendor_2,Sales,2023-10-30,1068,Regular business transaction
1529.41,Vendor_20,IT,2023-08-22,1001,Regular business transaction
901.2,Vendor_20,Finance,2023-10-20,1037,Regular business transaction
970.95,Vendor_9,Marketing,2023-02-22,1043,Regular business transaction
893.49,Vendor_14,Admin,2023-05-08,1095,Regular business transaction
1077.24,Vendor_17,Marketing,2023-04-25,1080,Regular business transaction
1092.34,Vendor_13,Sales,2023-12-25,1072,Regular business transaction
486.95,Vendor_11,Legal,2023-01-04,1025,Regular business transaction
613.47,Vendor_5,IT,2023-11-22,1017,Regular business transaction
1030.25,Vendor_10,HR,2023-02-10,1037,Regular business transaction
955.39,Vendor_6,Marketing,2023-03-17,1086,Regular business transaction
796.23,Vendor_10,Legal,2023-01-27,1056,Regular business transaction
1273.41,Vendor_2,HR,2023-08-25,1052,Regular business transaction
725.04,Vendor_7,Marketing,2023-06-22,1016,Regular business transaction
447.74,Vendor_14,Marketing,2023-11-06,1064,Regular business transaction
616.13,Vendor_19,Finance,2023-10-19,1025,Regular business transaction
1247.32,Vendor_7,IT,2023-11-06,1097,Regular business transaction
962.62,Vendor_15,Legal,2023-03-10,1055,Regular business transaction
1182.27,Vendor_11,Sales,2023-12-31,1097,Regular business transaction
544.25,Vendor_9,Marketing,2023-03-14,1072,Regular business transaction
686.23,Vendor_11,Marketing,2023-01-25,1038,Regular business transaction
465.83,Vendor_3,IT,2023-08-17,1043,Regular business transaction
907.66,Vendor_17,Finance,2023-01-17,1073,Regular business transaction
802.33,Vendor_17,Admin,2023-01-12,1061,Regular business transaction
1385.36,Vendor_5,Legal,2023-07-17,1071,Regular business transaction
1206.71,Vendor_18,Sales,2023-09-25,1014,Regular business transaction
915.01,Vendor_15,Marketing,2023-01-16,1070,Regular business transaction
1036.62,Vendor_17,Admin,2023-10-09,1084,Regular business transaction
414.25,Vendor_15,Finance,2023-01-07,1008,Regular business transaction
916.15,Vendor_19,Marketing,2023-11-11,1086,Regular business transaction
1197.07,Vendor_20,Admin,2023-04-13,1016,Regular business transaction
1237.49,Vendor_14,Admin,2023-06-01,1098,Regular business transaction
743.27,Vendor_3,Finance,2023-06-20,1039,Regular business transaction
1822.56,Vendor_12,Admin,2023-01-15,1003,Regular business transaction
804.82,Vendor_18,Sales,2023-01-16,1041,Regular business transaction
1313.06,Vendor_12,Legal,2023-11-07,1098,Regular business transaction
1024.69,Vendor_3,IT,2023-02-08,1045,Regular business transaction
1319.64,Vendor_20,Finance,2023-11-14,1056,Regular business transaction
518.38,Vendor_10,Legal,2023-12-25,1083,Regular business transaction
1170.36,Vendor_5,Sales,2023-06-26,1002,Regular business transaction
441.6,Vendor_18,HR,2023-05-26,1061,Regular business transaction
910.08,Vendor_5,Sales,2023-07-12,1052,Regular business transaction
989.59,Vendor_17,Sales,2023-12-10,1067,Regular business transaction
1070.26,Vendor_12,IT,2023-10-20,1060,Regular business transaction
1168.92,Vendor_7,Admin,2023-10-29,1087,Regular business transaction
540.24,Vendor_11,Legal,2023-11-29,1097,Regular business transaction
1350.13,Vendor_13,Legal,2023-11-26,1097,Regular business transaction
1486.33,Vendor_9,Sales,2023-09-16,1005,Regular business transaction
1154.58,Vendor_17,Sales,2023-04-09,1019,Regular business transaction
1358.25,Vendor_17,Finance,2023-06-27,1081,Regular business transaction
750.29,Vendor_3,Legal,2023-09-26,1088,Regular business transaction
1141.42,Vendor_9,HR,2023-12-23,1097,Regular business transaction
326.3,Vendor_9,IT,2023-08-14,1075,Regular business transaction
736.49,Vendor_10,Sales,2023-02-09,1024,Regular business transaction
744.83,Vendor_15,Legal,2023-11-24,1004,Regular business transaction
1031.42,Vendor_16,Marketing,2023-02-06,1059,Regular business transaction
1012.98,Vendor_19,Marketing,2023-11-19,1055,Regular business transaction
1309.14,Vendor_8,Marketing,2023-02-09,1090,Regular business transaction
1122.82,Vendor_19,HR,2023-12-19,1058,Regular business transaction
1191.39,Vendor_16,Sales,2023-09-26,1044,Regular business transaction
1320.0,Vendor_6,HR,2023-01-07,1004,Regular business transaction
1350.79,Vendor_11,Finance,2023-11-10,1030,Regular business transaction
949.86,Vendor_11,Finance,2023-06-07,1038,Regular business transaction
1044.01,Vendor_18,HR,2023-09-15,1077,Regular business transaction
756.77,Vendor_2,Finance,2023-02-15,1026,Regular business transaction
1258.68,Vendor_17,Sales,2023-01-17,1094,Regular business transaction
933.64,Vendor_19,Legal,2023-03-15,1095,Regular business transaction
1056.92,Vendor_2,Admin,2023-03-01,1078,Regular business transaction
1052.66,Vendor_18,HR,2023-08-07,1063,Regular business transaction
1122.55,Vendor_17,HR,2023-07-12,1021,Regular business transaction
855.96,Vendor_18,Legal,2023-07-11,1046,Regular business transaction
1038.34,Vendor_12,HR,2023-09-08,1098,Regular business transaction
488.47,Vendor_11,Sales,2023-05-14,1078,Regular business transaction
1414.87,Vendor_19,IT,2023-02-27,1086,Regular business transaction
489.7,Vendor_4,Sales,2023-04-09,1012,Regular business transaction
878.05,Vendor_9,Admin,2023-09-28,1028,Regular business transaction
693.63,Vendor_2,Admin,2023-03-25,1021,Regular business transaction
1212.51,Vendor_11,IT,2023-07-14,1080,Regular business transaction
1129.25,Vendor_5,IT,2023-03-25,1005,Regular business transaction
1072.99,Vendor_19,Sales,2023-09-14,1057,Regular business transaction
927.63,Vendor_3,Sales,2023-10-08,1023,Regular business transaction
1105.62,Vendor_12,Marketing,2023-09-28,1079,Regular business transaction
635.27,Vendor_17,Finance,2023-11-05,1007,Regular business transaction
1046.27,Vendor_15,IT,2023-06-23,1049,Regular business transaction
1192.82,Vendor_12,Finance,2023-01-24,1059,Regular business transaction
1398.75,Vendor_3,HR,2023-02-15,1014,Regular business transaction
690.78,Vendor_17,Legal,2023-08-24,1083,Regular business transaction
985.07,Vendor_4,Sales,2023-06-15,1047,Regular business transaction
777.75,Vendor_2,IT,2023-03-05,1076,Regular business transaction
995.71,Vendor_17,Finance,2023-10-01,1093,Regular business transaction
864.31,Vendor_6,IT,2023-10-28,1088,Regular business transaction
272.84,Vendor_1,HR,2023-04-12,1040,Regular business transaction
992.75,Vendor_9,Sales,2023-03-17,1045,Regular business transaction
828.7,Vendor_15,Legal,2023-03-27,1091,Regular business transaction
1157.47,Vendor_18,HR,2023-12-19,1001,Regular business transaction
1534.49,Vendor_1,Sales,2023-08-21,1076,Regular business transaction
584.39,Vendor_6,Admin,2023-03-31,1045,Regular business transaction
667.8,Vendor_18,Admin,2023-04-16,1043,Regular business transaction
1082.65,Vendor_3,IT,2023-01-09,1005,Regular business transaction
760.44,Vendor_9,Admin,2023-08-11,1031,Regular business transaction
1111.59,Vendor_8,Marketing,2023-12-14,1061,Regular business transaction
948.42,Vendor_20,Legal,2023-04-21,1006,Regular business transaction
1195.42,Vendor_6,Marketing,2023-01-22,1025,Regular business transaction
1592.96,Vendor_3,Admin,2023-10-24,1059,Regular business transaction
889.14,Vendor_12,Admin,2023-01-12,1012,Regular business transaction
1061.36,Vendor_13,IT,2023-05-02,1018,Regular business transaction
1156.85,Vendor_19,HR,2023-03-23,1069,Regular business transaction
827.89,Vendor_18,IT,2023-05-30,1036,Regular business transaction
661.65,Vendor_3,Finance,2023-04-03,1053,Regular business transaction
1169.28,Vendor_15,Sales,2023-11-28,1048,Regular business transaction
1119.77,Vendor_20,Finance,2023-01-04,1091,Regular business transaction
1194.16,Vendor_12,Legal,2023-01-20,1059,Regular business transaction
531.46,Vendor_2,HR,2023-03-07,1078,Regular business transaction
1600.52,Vendor_2,HR,2023-09-19,1038,Regular business transaction
1195.7,Vendor_12,IT,2023-08-25,1017,Regular business transaction
527.08,Vendor_8,Finance,2023-08-13,1098,Regular business transaction
857.11,Vendor_10,HR,2023-01-14,1077,Regular business transaction
1416.49,Vendor_2,Admin,2023-10-20,1068,Regular business transaction
967.8,Vendor_15,Legal,2023-08-19,1088,Regular business transaction
779.21,Vendor_20,Marketing,2023-08-19,1069,Regular business transaction
602.48,Vendor_2,IT,2023-08-17,1004,Regular business transaction
1321.92,Vendor_1,HR,2023-06-13,1044,Regular business transaction
769.91,Vendor_10,IT,2023-04-28,1013,Regular business transaction
771.96,Vendor_16,Marketing,2023-04-03,1009,Regular business transaction
733.9,Vendor_5,HR,2023-09-21,1042,Regular business transaction
1127.24,Vendor_12,Sales,2023-11-09,1063,Regular business transaction
611.05,Vendor_11,Finance,2023-06-24,1075,Regular business transaction
546.22,Vendor_5,Sales,2023-04-30,1043,Regular business transaction
1328.44,Vendor_6,HR,2023-09-08,1060,Regular business transaction
951.64,Vendor_20,Marketing,2023-11-30,1001,Regular business transaction
903.51,Vendor_1,Admin,2023-02-04,1069,Regular business transaction
864.7,Vendor_5,Finance,2023-02-28,1068,Regular business transaction
1057.28,Vendor_12,Marketing,2023-10-03,1052,Regular business transaction
731.63,Vendor_18,IT,2023-10-26,1097,Regular business transaction
536.66,Vendor_11,Marketing,2023-10-21,1083,Regular business transaction
1151.03,Vendor_13,HR,2023-12-02,1049,Regular business transaction
1183.83,Vendor_18,Finance,2023-05-09,1007,Regular business transaction
683.98,Vendor_6,Finance,2023-03-27,1046,Regular business transaction
1261.02,Vendor_11,Marketing,2023-04-24,1081,Regular business transaction
1148.7,Vendor_17,Marketing,2023-05-16,1046,Regular business transaction
865.32,Vendor_8,Sales,2023-10-29,1067,Regular business transaction
1020.25,Vendor_1,Sales,2023-05-27,1030,Regular business transaction
673.12,Vendor_5,Sales,2023-03-31,1061,Regular business transaction
1489.34,Vendor_2,Marketing,2023-07-11,1069,Regular business transaction
1240.74,Vendor_16,Finance,2023-03-14,1076,Regular business transaction
880.5,Vendor_9,IT,2023-11-20,1097,Regular business transaction
494.56,Vendor_6,IT,2023-03-23,1012,Regular business transaction
719.88,Vendor_9,Admin,2023-12-05,1074,Regular business transaction
559.28,Vendor_7,Sales,2023-08-01,1014,Regular business transaction
730.25,Vendor_1,HR,2023-07-18,1014,Regular business transaction
734.45,Vendor_1,Sales,2023-08-12,1034,Regular business transaction
1465.77,Vendor_12,Legal,2023-09-24,1098,Regular business transaction
1135.33,Vendor_2,Legal,2023-09-22,1002,Regular business transaction
685.3,Vendor_8,Marketing,2023-04-27,1092,Regular business transaction
652.98,Vendor_2,Finance,2023-10-27,1099,Regular business transaction
540.16,Vendor_15,IT,2023-12-09,1069,Regular business transaction
1256.47,Vendor_11,Finance,2023-01-21,1022,Regular business transaction
1293.82,Vendor_11,Admin,2023-12-02,1046,Regular business transaction
643.99,Vendor_4,Finance,2023-05-21,1085,Regular business transaction
1459.22,Vendor_19,Marketing,2023-11-30,1067,Regular business transaction
738.83,Vendor_15,HR,2023-10-18,1007,Regular business transaction
704.72,Vendor_16,Marketing,2023-06-07,1017,Regular business transaction
1094.86,Vendor_11,Admin,2023-12-17,1073,Regular business transaction
980.08,Vendor_7,Finance,2023-06-08,1070,Regular business transaction
1284.68,Vendor_10,HR,2023-03-25,1067,Regular business transaction
801.37,Vendor_7,Legal,2023-06-21,1044,Regular business transaction
1141.59,Vendor_9,Marketing,2023-01-09,1014,Regular business transaction
1041.76,Vendor_10,Marketing,2023-05-01,1041,Regular business transaction
917.4,Vendor_5,HR,2023-02-19,1023,Regular business transaction
1225.41,Vendor_19,HR,2023-03-01,1038,Regular business transaction
797.95,Vendor_4,Marketing,2023-08-30,1068,Regular business transaction
1083.7,Vendor_15,Sales,2023-04-18,1097,Regular business transaction
1740.42,Vendor_16,Finance,2023-05-23,1034,Regular business transaction
432.34,Vendor_7,IT,2023-05-18,1072,Regular business transaction
1437.85,Vendor_2,IT,2023-09-20,1084,Regular business transaction
494.41,Vendor_18,IT,2023-02-11,1038,Regular business transaction
1312.78,Vendor_4,Marketing,2023-04-12,1041,Regular business transaction
844.04,Vendor_7,Finance,2023-02-05,1096,Regular business transaction
510.55,Vendor_1,IT,2023-03-11,1040,Regular business transaction
1474.29,Vendor_7,HR,2023-09-26,1048,Regular business transaction
1148.01,Vendor_12,IT,2023-06-09,1020,Regular business transaction
1289.62,Vendor_8,Legal,2023-07-19,1049,Regular business transaction
671.41,Vendor_3,Legal,2023-11-22,1001,Regular business transaction
1219.89,Vendor_12,Marketing,2023-04-12,1080,Regular business transaction
996.32,Vendor_20,Legal,2023-10-27,1057,Regular business transaction
1034.02,Vendor_4,Finance,2023-11-29,1092,Regular business transaction
702.79,Vendor_16,Marketing,2023-06-07,1054,Regular business transaction
1188.82,Vendor_16,HR,2023-05-25,1015,Regular business transaction
1327.39,Vendor_16,Legal,2023-08-25,1022,Regular business transaction
1182.74,Vendor_19,Legal,2023-01-05,1083,Regular business transaction
1021.9,Vendor_20,Legal,2023-08-19,1031,Regular business transaction
1234.02,Vendor_1,Finance,2023-09-29,1075,Regular business transaction
1212.43,Vendor_14,HR,2023-05-31,1065,Regular business transaction
1287.01,Vendor_9,Finance,2023-09-15,1090,Regular business transaction
