amount,vendor,account,posting_date,user_id,description,label
876.23,Vendor_18,IT,2023-01-11,1028,Regular business transaction,0
1141.17,Vendor_6,Marketing,2023-02-12,1086,Regular business transaction,0
580.43,Vendor_15,IT,2023-07-29,1010,Regular business transaction,0
1617.42,Vendor_5,Sales,2023-06-05,1050,Regular business transaction,0
1019.48,Vendor_5,HR,2023-07-06,1012,Regular business transaction,0
162.07,Vendor_16,Finance,2023-11-27,1012,Regular business transaction,0
1581.26,Vendor_19,Admin,2023-05-14,1016,Regular business transaction,0
1089.07,Vendor_13,Sales,2023-12-02,1021,Regular business transaction,0
1165.06,Vendor_20,Legal,2023-02-03,1004,Regular business transaction,0
1085.42,Vendor_7,Admin,2023-06-26,1081,Regular business transaction,0
1078.74,Vendor_6,IT,2023-08-19,1091,Regular business transaction,0
1127.36,Vendor_6,Admin,2023-10-21,1078,Regular business transaction,0
1023.15,Vendor_2,HR,2023-06-29,1077,Regular business transaction,0
1720.99,Vendor_4,HR,2023-11-07,1097,Regular business transaction,0
1079.2,Vendor_4,Sales,2023-10-12,1037,Regular business transaction,0
1135.12,Vendor_15,Admin,2023-02-22,1010,Regular business transaction,0
974.3,Vendor_1,Admin,2023-03-05,1093,Regular business transaction,0
1286.2,Vendor_11,Finance,2023-05-26,1071,Regular business transaction,0
894.59,Vendor_8,Finance,2023-07-04,1051,Regular business transaction,0
464.1,Vendor_20,Sales,2023-01-31,1022,Regular business transaction,0
968.31,Vendor_6,HR,2023-04-06,1022,Regular business transaction,0
554.79,Vendor_7,IT,2023-08-10,1029,Regular business transaction,0
1013.16,Vendor_19,Finance,2023-05-03,1031,Regular business transaction,0
889.37,Vendor_14,HR,2023-12-09,1015,Regular business transaction,0
1319.69,Vendor_8,Sales,2023-07-31,1027,Regular business transaction,0
680.25,Vendor_7,Sales,2023-08-03,1011,Regular business transaction,0
1055.86,Vendor_6,Marketing,2023-04-04,1015,Regular business transaction,0
717.2,Vendor_20,IT,2023-05-31,1082,Regular business transaction,0
948.37,Vendor_9,Finance,2023-10-01,1088,Regular business transaction,0
1155.54,Vendor_19,Finance,2023-01-15,1036,Regular business transaction,0
1316.2,Vendor_1,Marketing,2023-12-11,1022,Regular business transaction,0
1435.43,Vendor_2,HR,2023-05-20,1052,Regular business transaction,0
814.59,Vendor_13,Finance,2023-06-23,1064,Regular business transaction,0
1274.23,Vendor_14,Admin,2023-12-19,1021,Regular business transaction,0
1474.09,Vendor_19,Legal,2023-04-03,1071,Regular business transaction,0
1549.08,Vendor_2,Marketing,2023-09-27,1038,Regular business transaction,0
1026.98,Vendor_7,Finance,2023-06-11,1001,Regular business transaction,0
742.02,Vendor_19,Admin,2023-01-29,1075,Regular business transaction,0
1268.8,Vendor_19,HR,2023-02-01,1051,Regular business transaction,0
1124.14,Vendor_6,Admin,2023-11-25,1043,Regular business transaction,0
1292.26,Vendor_13,Sales,2023-05-25,1096,Regular business transaction,0
1176.12,Vendor_15,HR,2023-11-15,1068,Regular business transaction,0
920.45,Vendor_1,Marketing,2023-02-15,1088,Regular business transaction,0
390.78,Vendor_7,Marketing,2023-11-04,1031,Regular business transaction,0
1077.2,Vendor_8,HR,2023-05-22,1003,Regular business transaction,0
473.22,Vendor_19,Sales,2023-10-14,1057,Regular business transaction,0
1214.44,Vendor_1,Marketing,2023-10-30,1083,Regular business transaction,0
965.2,Vendor_1,IT,2023-03-16,1021,Regular business transaction,0
947.36,Vendor_2,Admin,2023-10-21,1043,Regular business transaction,0
262.77,Vendor_11,Legal,2023-02-08,1056,Regular business transaction,0
842.46,Vendor_5,IT,2023-09-24,1084,Regular business transaction,0
1101.83,Vendor_17,HR,2023-11-02,1074,Regular business transaction,0
1020.19,Vendor_12,Admin,2023-06-05,1033,Regular business transaction,0
1076.45,Vendor_16,Marketing,2023-02-03,1062,Regular business transaction,0
979.97,Vendor_15,Legal,2023-03-03,1085,Regular business transaction,0
915.48,Vendor_19,Legal,2023-09-08,1099,Regular business transaction,0
1616.91,Vendor_13,Marketing,2023-12-22,1025,Regular business transaction,0
531.02,Vendor_12,Sales,2023-05-24,1092,Regular business transaction,0
1295.81,Vendor_9,Finance,2023-03-12,1049,Regular business transaction,0
890.81,Vendor_7,Marketing,2023-07-28,1057,Regular business transaction,0
1031.97,Vendor_20,Admin,2023-03-06,1042,Regular business transaction,0
645.17,Vendor_7,IT,2023-01-19,1077,Regular business transaction,0
503.21,Vendor_14,Sales,2023-10-23,1098,Regular business transaction,0
1082.56,Vendor_1,Finance,2023-12-21,1001,Regular business transaction,0
901.95,Vendor_1,Admin,2023-01-08,1050,Regular business transaction,0
1135.39,Vendor_10,Legal,2023-01-02,1097,Regular business transaction,0
494.78,Vendor_20,Admin,2023-03-24,1049,Regular business transaction,0
1194.48,Vendor_19,Admin,2023-06-22,1091,Regular business transaction,0
579.78,Vendor_10,Finance,2023-03-19,1063,Regular business transaction,0
1329.7,Vendor_6,Legal,2023-03-06,1082,Regular business transaction,0
729.51,Vendor_2,Finance,2023-08-22,1068,Regular business transaction,0
913.66,Vendor_9,Legal,2023-11-29,1046,Regular business transaction,0
977.58,Vendor_18,HR,2023-05-17,1061,Regular business transaction,0
1069.95,Vendor_19,IT,2023-01-06,1042,Regular business transaction,0
1138.15,Vendor_15,Legal,2023-04-28,1073,Regular business transaction,0
940.3,Vendor_14,Legal,2023-02-22,1033,Regular business transaction,0
1559.94,Vendor_15,Marketing,2023-06-18,1072,Regular business transaction,0
645.5,Vendor_2,Sales,2023-11-04,1071,Regular business transaction,0
610.84,Vendor_17,Legal,2023-11-15,1048,Regular business transaction,0
1218.56,Vendor_12,Legal,2023-12-21,1097,Regular business transaction,0
1393.62,Vendor_12,HR,2023-11-19,1074,Regular business transaction,0
873.0,Vendor_2,Legal,2023-03-01,1056,Regular business transaction,0
627.44,Vendor_18,Sales,2023-02-08,1004,Regular business transaction,0
1642.95,Vendor_16,Finance,2023-07-07,1031,Regular business transaction,0
560.04,Vendor_8,HR,2023-11-19,1032,Regular business transaction,0
760.14,Vendor_1,Legal,2023-06-25,1073,Regular business transaction,0
912.52,Vendor_16,Marketing,2023-02-22,1069,Regular business transaction,0
1036.94,Vendor_16,IT,2023-09-12,1029,Regular business transaction,0
589.12,Vendor_18,Marketing,2023-01-08,1017,Regular business transaction,0
1103.38,Vendor_8,Legal,2023-07-03,1028,Regular business transaction,0
1113.24,Vendor_4,HR,2023-02-25,1005,Regular business transaction,0
1241.53,Vendor_10,IT,2023-08-15,1083,Regular business transaction,0
1288.09,Vendor_14,Legal,2023-09-18,1043,Regular business transaction,0
1038.51,Vendor_1,IT,2023-08-21,1051,Regular business transaction,0
1528.12,Vendor_11,HR,2023-05-06,1089,Regular business transaction,0
1234.84,Vendor_9,Sales,2023-04-06,1028,Regular business transaction,0
1484.22,Vendor_1,IT,2023-08-03,1058,Regular business transaction,0
857.58,Vendor_11,HR,2023-02-01,1009,Regular business transaction,0
902.1,Vendor_8,Admin,2023-06-08,1067,Regular business transaction,0
908.98,Vendor_2,Legal,2023-02-23,1042,Regular business transaction,0
928.05,Vendor_7,Marketing,2023-06-14,1087,Regular business transaction,0
1495.72,Vendor_19,IT,2023-01-22,1067,Regular business transaction,0
1471.9,Vendor_15,Finance,2023-09-23,1042,Regular business transaction,0
411.26,Vendor_14,IT,2023-10-19,1075,Regular business transaction,0
1596.74,Vendor_11,Legal,2023-02-04,1044,Regular business transaction,0
893.11,Vendor_20,Finance,2023-01-26,1099,Regular business transaction,0
289.74,Vendor_6,HR,2023-11-15,1029,Regular business transaction,0
1188.03,Vendor_9,HR,2023-12-20,1093,Regular business transaction,0
1028.23,Vendor_5,Admin,2023-11-13,1097,Regular business transaction,0
1331.77,Vendor_4,HR,2023-06-06,1045,Regular business transaction,0
943.89,Vendor_20,Finance,2023-07-27,1075,Regular business transaction,0
1151.44,Vendor_7,HR,2023-07-28,1074,Regular business transaction,0
1208.77,Vendor_7,IT,2023-08-17,1057,Regular business transaction,0
585.93,Vendor_19,Marketing,2023-12-18,1057,Regular business transaction,0
1007.66,Vendor_17,IT,2023-08-31,1052,Regular business transaction,0
771.11,Vendor_6,Legal,2023-10-02,1060,Regular business transaction,0
866.07,Vendor_19,Admin,2023-11-12,1062,Regular business transaction,0
723.53,Vendor_5,Legal,2023-07-09,1087,Regular business transaction,0
1017.33,Vendor_3,HR,2023-09-05,1036,Regular business transaction,0
908.91,Vendor_20,IT,2023-08-30,1032,Regular business transaction,0
496.54,Vendor_9,Sales,2023-03-10,1082,Regular business transaction,0
1244.81,Vendor_8,Legal,2023-07-22,1089,Regular business transaction,0
816.28,Vendor_14,Admin,2023-08-05,1024,Regular business transaction,0
1600.15,Vendor_14,Admin,2023-01-03,1067,Regular business transaction,0
1541.37,Vendor_11,Finance,2023-06-06,1035,Regular business transaction,0
1198.65,Vendor_15,Admin,2023-04-16,1006,Regular business transaction,0
962.27,Vendor_17,Finance,2023-06-01,1063,Regular business transaction,0
627.36,Vendor_1,IT,2023-04-01,1009,Regular business transaction,0
1073.57,Vendor_10,Finance,2023-03-27,1033,Regular business transaction,0
561.94,Vendor_20,Marketing,2023-05-07,1099,Regular business transaction,0
612.24,Vendor_8,Legal,2023-11-12,1041,Regular business transaction,0
915.14,Vendor_8,Finance,2023-02-15,1094,Regular business transaction,0
920.1,Vendor_10,Sales,2023-02-16,1058,Regular business transaction,0
625.27,Vendor_20,Legal,2023-01-28,1097,Regular business transaction,0
997.0,Vendor_9,Admin,2023-08-23,1021,Regular business transaction,0
1574.79,Vendor_4,Legal,2023-12-26,1022,Regular business transaction,0
605.97,Vendor_11,IT,2023-03-14,1031,Regular business transaction,0
975.02,Vendor_9,Legal,2023-01-24,1034,Regular business transaction,0
681.25,Vendor_4,Sales,2023-12-29,1068,Regular business transaction,0
251.43,Vendor_11,Marketing,2023-01-27,1098,Regular business transaction,0
674.06,Vendor_14,Sales,2023-06-13,1016,Regular business transaction,0
1056.54,Vendor_4,Marketing,2023-06-24,1020,Regular business transaction,0
734.65,Vendor_3,Admin,2023-01-13,1025,Regular business transaction,0
996.17,Vendor_7,Marketing,2023-12-02,1089,Regular business transaction,0
1927.82,Vendor_10,Admin,2023-11-09,1033,Regular business transaction,0
542.7,Vendor_15,Marketing,2023-11-20,1081,Regular business transaction,0
1517.08,Vendor_16,HR,2023-06-25,1070,Regular business transaction,0
1093.67,Vendor_14,Sales,2023-11-11,1079,Regular business transaction,0
942.0,Vendor_5,Sales,2023-07-06,1051,Regular business transaction,0
848.81,Vendor_19,Sales,2023-11-08,1078,Regular business transaction,0
1005.39,Vendor_7,Finance,2023-01-28,1023,Regular business transaction,0
1319.07,Vendor_15,IT,2023-11-30,1026,Regular business transaction,0
1142.34,Vendor_18,Marketing,2023-06-23,1058,Regular business transaction,0
946.42,Vendor_2,HR,2023-11-28,1098,Regular business transaction,0
1528.9,Vendor_3,Sales,2023-12-13,1083,Regular business transaction,0
912.33,Vendor_8,Admin,2023-08-16,1031,Regular business transaction,0
952.66,Vendor_16,Finance,2023-12-10,1070,Regular business transaction,0
841.48,Vendor_11,Legal,2023-05-23,1056,Regular business transaction,0
876.31,Vendor_2,Finance,2023-07-23,1076,Regular business transaction,0
835.81,Vendor_14,Marketing,2023-11-05,1028,Regular business transaction,0
680.62,Vendor_7,Finance,2023-04-08,1051,Regular business transaction,0
832.8,Vendor_15,Marketing,2023-11-05,1044,Regular business transaction,0
1062.09,Vendor_17,Sales,2023-04-20,1030,Regular business transaction,0
1182.64,Vendor_15,HR,2023-11-12,1097,Regular business transaction,0
435.58,Vendor_11,Sales,2023-09-19,1090,Regular business transaction,0
985.98,Vendor_15,Sales,2023-10-02,1092,Regular business transaction,0
768.22,Vendor_18,HR,2023-05-24,1017,Regular business transaction,0
1310.04,Vendor_1,IT,2023-05-13,1016,Regular business transaction,0
956.12,Vendor_14,Finance,2023-10-14,1052,Regular business transaction,0
808.79,Vendor_6,Marketing,2023-05-09,1009,Regular business transaction,0
629.8,Vendor_4,Sales,2023-02-08,1011,Regular business transaction,0
951.16,Vendor_17,Sales,2023-04-07,1093,Regular business transaction,0
344.71,Vendor_9,Sales,2023-10-27,1051,Regular business transaction,0
633.57,Vendor_11,Legal,2023-05-16,1079,Regular business transaction,0
1355.4,Vendor_13,HR,2023-05-09,1003,Regular business transaction,0
1582.49,Vendor_3,Legal,2023-01-20,1044,Regular business transaction,0
1201.82,Vendor_1,Admin,2023-05-10,1084,Regular business transaction,0
1037.0,Vendor_15,Sales,2023-06-24,1032,Regular business transaction,0
873.46,Vendor_17,Admin,2023-11-07,1024,Regular business transaction,0
953.2,Vendor_8,Admin,2023-04-21,1013,Regular business transaction,0
1354.22,Vendor_20,Marketing,2023-06-19,1035,Regular business transaction,0
978.29,Vendor_2,HR,2023-11-14,1078,Regular business transaction,0
782.31,Vendor_8,Sales,2023-05-12,1067,Regular business transaction,0
865.34,Vendor_15,Marketing,2023-04-03,1099,Regular business transaction,0
671.56,Vendor_5,Finance,2023-02-28,1064,Regular business transaction,0
1208.53,Vendor_8,Sales,2023-06-20,1014,Regular business transaction,0
955.75,Vendor_20,IT,2023-09-24,1035,Regular business transaction,0
978.13,Vendor_5,Legal,2023-08-22,1086,Regular business transaction,0
1738.63,Vendor_17,Sales,2023-01-30,1038,Regular business transaction,0
1255.46,Vendor_11,Finance,2023-11-17,1068,Regular business transaction,0
1151.19,Vendor_13,Legal,2023-12-07,1073,Regular business transaction,0
751.71,Vendor_7,Sales,2023-05-24,1039,Regular business transaction,0
1010.83,Vendor_3,Marketing,2023-12-20,1079,Regular business transaction,0
1684.7,Vendor_3,HR,2023-05-02,1093,Regular business transaction,0
1149.57,Vendor_19,Admin,2023-11-27,1018,Regular business transaction,0
1403.65,Vendor_9,Finance,2023-08-27,1023,Regular business transaction,0
1392.79,Vendor_19,HR,2023-10-21,1030,Regular business transaction,0
971.19,Vendor_17,Sales,2023-04-26,1091,Regular business transaction,0
1086.54,Vendor_10,Admin,2023-09-20,1024,Regular business transaction,0
1241.41,Vendor_19,Sales,2023-01-22,1000,Regular business transaction,0
607.63,Vendor_13,Sales,2023-12-04,1083,Regular business transaction,0
892.81,Vendor_19,Admin,2023-01-23,1003,Regular business transaction,0
1227.23,Vendor_3,Marketing,2023-03-30,1070,Regular business transaction,0
860.02,Vendor_13,Legal,2023-12-02,1065,Regular business transaction,0
1027.1,Vendor_7,Finance,2023-09-17,1032,Regular business transaction,0
810.26,Vendor_4,IT,2023-01-29,1057,Regular business transaction,0
973.74,Vendor_12,Admin,2023-04-04,1020,Regular business transaction,0
711.62,Vendor_10,Finance,2023-03-01,1017,Regular business transaction,0
562.5,Vendor_14,Admin,2023-11-03,1021,Regular business transaction,0
989.12,Vendor_18,Legal,2023-09-04,1007,Regular business transaction,0
750.28,Vendor_10,Finance,2023-01-31,1026,Regular business transaction,0
1348.39,Vendor_18,Marketing,2023-06-17,1056,Regular business transaction,0
1320.99,Vendor_2,Sales,2023-04-27,1027,Regular business transaction,0
1295.2,Vendor_2,IT,2023-05-26,1085,Regular business transaction,0
832.1,Vendor_12,Legal,2023-02-23,1059,Regular business transaction,0
943.2,Vendor_20,HR,2023-09-12,1086,Regular business transaction,0
1128.86,Vendor_4,Marketing,2023-05-14,1011,Regular business transaction,0
726.36,Vendor_9,IT,2023-06-18,1005,Regular business transaction,0
1362.87,Vendor_17,Finance,2023-04-15,1082,Regular business transaction,0
1223.15,Vendor_18,IT,2023-08-03,1046,Regular business transaction,0
882.69,Vendor_14,Legal,2023-03-22,1081,Regular business transaction,0
942.84,Vendor_15,Admin,2023-01-11,1085,Regular business transaction,0
1070.0,Vendor_5,Admin,2023-11-12,1084,Regular business transaction,0
876.36,Vendor_12,Finance,2023-11-19,1021,Regular business transaction,0
1314.04,Vendor_18,IT,2023-04-05,1034,Regular business transaction,0
1140.41,Vendor_4,HR,2023-12-21,1091,Regular business transaction,0
1376.56,Vendor_11,Sales,2023-07-23,1081,Regular business transaction,0
989.89,Vendor_15,HR,2023-04-03,1084,Regular business transaction,0
1178.73,Vendor_9,HR,2023-08-16,1008,Regular business transaction,0
712.6,Vendor_20,HR,2023-02-20,1080,Regular business transaction,0
953.5,Vendor_11,Finance,2023-10-10,1037,Regular business transaction,0
679.96,Vendor_7,HR,2023-10-28,1020,Regular business transaction,0
1410.59,Vendor_2,Finance,2023-08-09,1018,Regular business transaction,0
892.17,Vendor_8,Admin,2023-08-27,1061,Regular business transaction,0
871.08,Vendor_1,HR,2023-11-06,1062,Regular business transaction,0
995.02,Vendor_2,Admin,2023-08-09,1025,Regular business transaction,0
1390.73,Vendor_4,Marketing,2023-08-28,1089,Regular business transaction,0
1152.4,Vendor_14,IT,2023-05-25,1079,Regular business transaction,0
902.79,Vendor_11,Finance,2023-08-14,1000,Regular business transaction,0
1367.37,Vendor_7,IT,2023-03-09,1030,Regular business transaction,0
1329.22,Vendor_11,Legal,2023-02-06,1009,Regular business transaction,0
1470.01,Vendor_12,Legal,2023-03-11,1010,Regular business transaction,0
928.68,Vendor_4,Legal,2023-02-07,1016,Regular business transaction,0
678.72,Vendor_15,Finance,2023-07-26,1097,Regular business transaction,0
1057.13,Vendor_15,Legal,2023-09-10,1000,Regular business transaction,0
868.36,Vendor_4,Sales,2023-07-09,1069,Regular business transaction,0
864.15,Vendor_7,IT,2023-02-28,1079,Regular business transaction,0
1769.64,Vendor_6,HR,2023-03-21,1095,Regular business transaction,0
860.77,Vendor_15,Marketing,2023-09-20,1069,Regular business transaction,0
966.73,Vendor_7,Sales,2023-12-05,1007,Regular business transaction,0
1142.43,Vendor_19,Marketing,2023-10-30,1086,Regular business transaction,0
1330.12,Vendor_10,Finance,2023-09-07,1045,Regular business transaction,0
615.63,Vendor_5,Admin,2023-10-21,1006,Regular business transaction,0
354.31,Vendor_20,Legal,2023-02-18,1055,Regular business transaction,0
1326.78,Vendor_14,Sales,2023-10-18,1029,Regular business transaction,0
801.43,Vendor_9,Marketing,2023-10-16,1070,Regular business transaction,0
1077.71,Vendor_1,Finance,2023-02-08,1081,Regular business transaction,0
1204.51,Vendor_4,IT,2023-06-28,1091,Regular business transaction,0
411.74,Vendor_17,Legal,2023-06-27,1042,Regular business transaction,0
1000.53,Vendor_3,Admin,2023-08-14,1096,Regular business transaction,0
809.58,Vendor_13,Admin,2023-09-19,1063,Regular business transaction,0
851.4,Vendor_15,Finance,2023-01-23,1000,Regular business transaction,0
874.33,Vendor_6,Admin,2023-06-05,1025,Regular business transaction,0
1090.95,Vendor_7,Marketing,2023-02-22,1052,Regular business transaction,0
1544.91,Vendor_1,Legal,2023-07-27,1005,Regular business transaction,0
1011.13,Vendor_13,Admin,2023-12-03,1096,Regular business transaction,0
1484.91,Vendor_2,HR,2023-07-03,1080,Regular business transaction,0
959.95,Vendor_11,Finance,2023-11-22,1075,Regular business transaction,0
1595.97,Vendor_16,Sales,2023-09-28,1059,Regular business transaction,0
1345.63,Vendor_8,Admin,2023-07-01,1096,Regular business transaction,0
1320.76,Vendor_19,Marketing,2023-04-29,1036,Regular business transaction,0
1006.35,Vendor_14,Sales,2023-08-15,1031,Regular business transaction,0
1128.6,Vendor_16,Admin,2023-02-04,1071,Regular business transaction,0
1671.88,Vendor_19,Admin,2023-01-03,1063,Regular business transaction,0
716.74,Vendor_10,Sales,2023-04-03,1005,Regular business transaction,0
1208.92,Vendor_2,HR,2023-04-09,1040,Regular business transaction,0
788.35,Vendor_13,HR,2023-07-09,1002,Regular business transaction,0
894.66,Vendor_18,Marketing,2023-11-28,1001,Regular business transaction,0
955.59,Vendor_18,Sales,2023-07-23,1078,Regular business transaction,0
963.65,Vendor_5,Marketing,2023-09-28,1073,Regular business transaction,0
1203.3,Vendor_20,Sales,2023-03-13,1000,Regular business transaction,0
723.08,Vendor_17,Finance,2023-11-21,1092,Regular business transaction,0
960.94,Vendor_7,Finance,2023-01-10,1034,Regular business transaction,0
1092.01,Vendor_4,Sales,2023-02-04,1070,Regular business transaction,0
1264.69,Vendor_17,Legal,2023-10-01,1038,Regular business transaction,0
1185.02,Vendor_2,Marketing,2023-07-25,1099,Regular business transaction,0
706.72,Vendor_10,Finance,2023-10-12,1076,Regular business transaction,0
998.29,Vendor_8,IT,2023-01-26,1057,Regular business transaction,0
914.42,Vendor_1,Legal,2023-06-08,1052,Regular business transaction,0
1448.88,Vendor_14,Marketing,2023-12-08,1025,Regular business transaction,0
735.21,Vendor_10,IT,2023-05-15,1002,Regular business transaction,0
703.31,Vendor_7,Finance,2023-06-06,1053,Regular business transaction,0
715.04,Vendor_8,Sales,2023-08-27,1021,Regular business transaction,0
1030.12,Vendor_19,Admin,2023-02-18,1051,Regular business transaction,0
1096.4,Vendor_13,IT,2023-06-18,1085,Regular business transaction,0
45.36,Vendor_6,Legal,2023-08-29,1023,Regular business transaction,0
800.74,Vendor_18,Finance,2023-05-29,1013,Regular business transaction,0
1129.47,Vendor_19,HR,2023-07-02,1028,Regular business transaction,0
870.07,Vendor_8,Marketing,2023-03-02,1069,Regular business transaction,0
1016.18,Vendor_17,Finance,2023-04-03,1092,Regular business transaction,0
351.29,Vendor_1,IT,2023-08-18,1057,Regular business transaction,0
1368.38,Vendor_11,Admin,2023-11-10,1005,Regular business transaction,0
1033.39,Vendor_13,Marketing,2023-09-13,1093,Regular business transaction,0
849.92,Vendor_10,IT,2023-06-24,1075,Regular business transaction,0
1118.72,Vendor_3,Marketing,2023-08-29,1037,Regular business transaction,0
1262.86,Vendor_18,Admin,2023-02-24,1035,Regular business transaction,0
1036.98,Vendor_15,Finance,2023-06-28,1046,Regular business transaction,0
1150.91,Vendor_2,Sales,2023-10-16,1012,Regular business transaction,0
639.56,Vendor_9,IT,2023-11-28,1025,Regular business transaction,0
633.28,Vendor_4,IT,2023-03-29,1058,Regular business transaction,0
1061.59,Vendor_20,Legal,2023-09-28,1077,Regular business transaction,0
256.74,Vendor_8,HR,2023-06-15,1095,Regular business transaction,0
868.54,Vendor_6,IT,2023-09-30,1054,Regular business transaction,0
1064.99,Vendor_10,Legal,2023-04-21,1066,Regular business transaction,0
784.07,Vendor_17,Admin,2023-09-07,1094,Regular business transaction,0
1135.6,Vendor_10,HR,2023-02-22,1093,Regular business transaction,0
733.68,Vendor_10,Finance,2023-08-27,1069,Regular business transaction,0
